date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:51:29	1467101/1467101	---M-Z	200	added ('OK')	text/html	etag:%221662dd-66844439-4c63ced23059574c;gz%22	https://www.packdemusicas.com.br/karaokedigital.html	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/karaokedigital.html	(from )
23:51:30	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/robots.txt		(from )
23:51:30	6174/6174	---M-Z	200	added ('OK')	text/css	etag:%22181e-63c9c287-e33aa92c003ebc36;gz%22	https://www.packdemusicas.com.br/normalize.css	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/normalize.css	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:30	1032/1032	---M-Z	200	added ('OK')	text/css	etag:%22408-63c9c288-b49a7a5b723de72a;gz%22	https://www.packdemusicas.com.br/reset.css	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/reset.css	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:30	1624/1624	---M--	200	added ('OK')	image/png	etag:%22658-667ed6c1-1ed1ffaf0dd35d02;;;%22	https://www.packdemusicas.com.br/imgkaraoke/fav.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/fav.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:31	47367/47367	---M-Z	200	added ('OK')	text/css	etag:%22b907-668330b5-bc7cf514c5fccf52;gz%22	https://www.packdemusicas.com.br/stylekaraoke.css	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/stylekaraoke.css	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:31	70250/70250	---M--	200	added ('OK')	image/png	etag:%221126a-667ed572-cd5374220574a6ca;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/01.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/01.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:31	59511/59511	---M--	200	added ('OK')	image/png	etag:%22e877-667ed572-be372bb30992f628;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/06.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/06.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:31	80738/80738	---M--	200	added ('OK')	image/png	etag:%2213b62-667ed572-f6be1ac077cb2366;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/02.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/02.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:31	93684/93684	---M--	200	added ('OK')	image/png	etag:%2216df4-667ed572-207abd39362aa179;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/03.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/03.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:32	89633/89633	---M--	200	added ('OK')	image/png	etag:%2215e21-667ed572-4782bcb8c85904a;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/04.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/04.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:32	90994/90994	---M--	200	added ('OK')	image/png	etag:%2216372-667ed572-6d1cba1936ff70af;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/05.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/05.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
23:51:32	104095/104095	---M--	200	added ('OK')	image/png	etag:%221969f-667ed573-b5903ce79a4434af;;;%22	https://www.packdemusicas.com.br/imgkaraoke/artistas/10.png	C:/Meus%20Sites/Karaoke/karaoke/www.packdemusicas.com.br/imgkaraoke/artistas/10.png	(from https://www.packdemusicas.com.br/karaokedigital.html)
